Date,Open,High,Low,Close,Adj Close,Volume
2015-08-01,39.250000,39.910000,30.000000,35.000000,35.000000,246871400
2015-09-01,34.150002,35.459999,30.299999,31.040001,31.040001,199174100
2015-10-01,30.820000,36.650002,30.750000,36.009998,36.009998,197230400
2015-11-01,35.580002,38.520000,34.500000,35.259998,35.259998,197878100
2015-12-01,35.410000,37.680000,33.849998,36.200001,36.200001,156937600
